Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Product ID,Promotion Flag,Promotion Details,Customer Age Group,Customer Loyalty Status,Current Stock Level,Restocking Date,Restocking Quantity,Stockout Indicator,Turnover Rate,Lead Time,Shelf Life,Temperature,Weather Condition,Weather Impact Indicator,Rolling Average Sales,Seasonality Index
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,2019-02-05 00:00:00,19:42,Ewallet,87.9,4.761904762,4.395,6.7,P005,No,N/A,35-44,Member,732,2019-02-08,326,No,High,1,24,87,Rainy,Yes,5.2,0.9232525372456039
884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.435,2019-03-23 00:00:00,13:14,Ewallet,734.7,4.761904762,36.735,9.5,P002,No,N/A,35-44,Member,488,2019-03-27,73,No,High,3,16,65,Snowy,Yes,5.2,1.0825604614751656
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,2019-03-13 00:00:00,12:47,Ewallet,97.52,4.761904762,4.876,6.8,P006,Yes,10% off,18-24,Normal,878,2019-03-17,84,No,Low,3,20,84,Snowy,Yes,5.6,1.106337400950214
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,2019-03-17 00:00:00,19:53,Ewallet,769.2,4.761904762,38.46,5.6,P004,No,N/A,18-24,Member,518,2019-03-21,72,No,Low,4,28,79,Cloudy,No,7.2,0.947691898521183
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,2019-02-21 00:00:00,10:26,Cash,418.3,4.761904762,20.915,7.2,P001,No,N/A,18-24,Normal,718,2019-02-23,493,No,Medium,2,18,74,Snowy,Yes,6.8,1.0554222811048906
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2019-02-07 00:00:00,15:06,Cash,463.28,4.761904762,23.164,8.1,P002,No,N/A,35-44,Normal,916,2019-02-10,201,No,High,2,6,76,Snowy,Yes,8.2,1.0533099737110807
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,2019-03-02 00:00:00,16:35,Credit card,462.45,4.761904762,23.1225,8.6,P006,Yes,10% off,18-24,Member,421,2019-03-07,193,No,Low,4,10,64,Cloudy,No,7.2,1.0203031812551087
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,2019-03-06 00:00:00,20:57,Cash,141.9,4.761904762,7.095,9.4,P002,No,N/A,45-54,Normal,187,2019-03-09,133,No,Medium,3,9,79,Snowy,Yes,6.6,0.9704345350616321
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,2019-02-06 00:00:00,15:16,Credit card,302.7,4.761904762,15.135,8.9,P002,No,N/A,25-34,Member,700,2019-02-08,215,No,Low,1,5,55,Sunny,No,5.8,0.848516623636407
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,2019-01-28 00:00:00,17:47,Credit card,793.28,4.761904762,39.664,4.2,P001,No,N/A,18-24,Normal,868,2019-01-31,346,No,Medium,4,5,90,Snowy,Yes,6.4,1.101934483210006
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,2019-01-18 00:00:00,16:23,Ewallet,425.18,4.761904762,21.259,5.0,P006,No,N/A,45-54,Normal,569,2019-01-20,219,No,Medium,4,17,53,Rainy,Yes,6.2,1.005061089751771
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.801,2019-02-05 00:00:00,10:17,Cash,283.62,4.761904762,14.181,8.8,P005,Yes,10% off,45-54,Member,574,2019-02-07,441,No,Medium,2,5,99,Sunny,No,6.4,1.0049194817803213
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,2019-03-02 00:00:00,13:50,Cash,599.2,4.761904762,29.96,5.3,P001,Yes,10% off,35-44,Member,193,2019-03-07,176,No,Low,1,10,77,Cloudy,No,6.8,0.8137506725298639
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,2019-02-09 00:00:00,19:17,Ewallet,315.36,4.761904762,15.768,4.6,P005,No,N/A,35-44,Member,532,2019-02-12,252,No,Medium,3,11,56,Sunny,No,7.4,1.0427963495642423
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.178,423.738,2019-01-14 00:00:00,14:00,Credit card,403.56,4.761904762,20.178,7.5,P002,Yes,10% off,45-54,Member,876,2019-01-15,67,No,High,3,15,76,Rainy,Yes,7.6,1.067587405158532
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,2019-02-09 00:00:00,12:02,Ewallet,183.88,4.761904762,9.194,5.1,P003,Yes,10% off,25-34,Normal,776,2019-02-13,166,No,Low,3,24,84,Rainy,Yes,7.0,0.9251076711348958
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,2019-03-26 00:00:00,20:21,Credit card,138.65,4.761904762,6.9325,4.2,P001,Yes,10% off,45-54,Member,226,2019-03-29,473,No,Low,1,20,78,Snowy,Yes,6.8,0.9741499604128294
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,2019-01-28 00:00:00,17:35,Cash,80.71,4.761904762,4.0355,8.1,P005,No,N/A,35-44,Normal,987,2019-01-30,51,No,Medium,2,25,99,Rainy,Yes,6.8,0.8643422539369459
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.472,2019-02-14 00:00:00,12:42,Ewallet,116.64,4.761904762,5.832,6.0,P001,No,N/A,45-54,Normal,484,2019-02-18,409,No,Low,4,7,67,Cloudy,No,5.4,0.9931907961585218
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,2019-03-24 00:00:00,17:56,Cash,313.52,4.761904762,15.676,7.9,P003,No,N/A,25-34,Member,806,2019-03-25,477,No,Medium,1,23,82,Snowy,Yes,4.4,0.8467889686015799
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2019-02-09 00:00:00,18:58,Credit card,846.1,4.761904762,42.305,8.8,P001,No,N/A,18-24,Normal,573,2019-02-12,422,No,Low,2,20,79,Rainy,Yes,5.6,0.9337847172223852
851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,2019-03-24 00:00:00,14:08,Credit card,414.4,4.761904762,20.72,6.6,P001,Yes,10% off,45-54,Normal,362,2019-03-28,93,No,High,1,24,63,Cloudy,No,5.6,0.9620901382530302
186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.034,2019-03-27 00:00:00,16:30,Ewallet,159.08,4.761904762,7.954,6.2,P005,No,N/A,45-54,Member,508,2019-03-28,459,No,Medium,3,21,56,Sunny,No,4.6,1.1178452065045876
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,2019-01-27 00:00:00,10:44,Credit card,490.1,4.761904762,24.505,4.2,P003,Yes,10% off,18-24,Normal,226,2019-01-30,206,No,Medium,1,9,77,Cloudy,No,6.2,1.0531394387944824
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,2019-03-27 00:00:00,20:29,Credit card,87.45,4.761904762,4.3725,7.3,P005,Yes,10% off,35-44,Member,769,2019-03-29,55,No,High,1,18,74,Sunny,No,6.0,0.8057843337558162
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,2019-01-19 00:00:00,11:43,Ewallet,224.52,4.761904762,11.226,8.6,P002,No,N/A,18-24,Normal,346,2019-01-20,53,No,Medium,1,26,97,Rainy,Yes,4.8,1.1551345911290212
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,2019-02-07 00:00:00,10:09,Cash,744.96,4.761904762,37.248,6.8,P003,No,N/A,35-44,Normal,518,2019-02-13,478,No,Medium,3,16,87,Snowy,Yes,5.4,0.8768626907606302
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.256,2019-01-31 00:00:00,10:00,Ewallet,410.72,4.761904762,20.536,7.6,P006,Yes,10% off,45-54,Member,232,2019-02-02,383,No,High,2,7,51,Rainy,Yes,6.6,1.1112924621724092
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2019-02-25 00:00:00,18:45,Cash,298.8,4.761904762,14.94,5.8,P005,No,N/A,45-54,Member,651,2019-02-26,161,No,Low,2,8,90,Snowy,Yes,5.2,0.9428497136120326
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,2019-02-02 00:00:00,12:40,Cash,212.94,4.761904762,10.647,4.1,P002,Yes,10% off,45-54,Normal,503,2019-02-05,309,No,High,1,18,90,Sunny,No,5.8,0.827813215252802
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,2019-03-14 00:00:00,15:36,Credit card,42.85,4.761904762,2.1425,9.3,P004,Yes,10% off,18-24,Member,352,2019-03-18,277,No,High,4,22,72,Sunny,No,5.2,0.8026510220888959
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,2019-03-11 00:00:00,12:04,Cash,378.68,4.761904762,18.934,6.8,P006,Yes,10% off,25-34,Normal,679,2019-03-15,403,No,Low,2,27,77,Rainy,Yes,4.4,1.0266492913736176
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,2019-02-22 00:00:00,11:26,Ewallet,206.91,4.761904762,10.3455,8.7,P003,No,N/A,45-54,Normal,197,2019-02-25,316,No,High,3,14,55,Cloudy,No,3.4,0.8111529217194823
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,82.719,2019-03-02 00:00:00,12:36,Ewallet,78.78,4.761904762,3.939,6.3,P002,No,N/A,35-44,Member,588,2019-03-07,172,No,High,3,29,83,Snowy,Yes,3.4,1.1651341400950899
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,2019-03-10 00:00:00,15:06,Credit card,322.11,4.761904762,16.1055,5.1,P003,No,N/A,18-24,Member,412,2019-03-13,335,No,Low,4,8,93,Rainy,Yes,4.0,1.1910766378495552
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,2019-02-08 00:00:00,10:58,Cash,98.22,4.761904762,4.911,7.0,P003,No,N/A,35-44,Normal,144,2019-02-10,490,No,Low,2,28,54,Cloudy,No,5.0,1.044019586140531
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,2019-02-22 00:00:00,12:10,Credit card,25.46,4.761904762,1.273,5.2,P003,No,N/A,25-34,Member,660,2019-02-23,269,No,Medium,3,6,77,Snowy,Yes,4.6,1.1661919466621404
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.099,611.079,2019-01-10 00:00:00,10:31,Credit card,581.98,4.761904762,29.099,6.6,P004,No,N/A,25-34,Normal,303,2019-01-13,316,No,High,4,27,75,Snowy,Yes,5.4,0.9538203991280516
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.566,221.886,2019-03-14 00:00:00,13:49,Ewallet,211.32,4.761904762,10.566,6.5,P004,No,N/A,25-34,Member,971,2019-03-20,301,No,Medium,2,9,85,Rainy,Yes,6.0,1.0957196901790414
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,2019-01-10 00:00:00,11:10,Ewallet,55.12,4.761904762,2.756,9.0,P002,Yes,10% off,18-24,Normal,933,2019-01-16,432,No,Medium,1,20,67,Cloudy,No,5.0,0.8201054194055596
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2019-02-15 00:00:00,17:38,Credit card,88.31,4.761904762,4.4155,5.2,P004,No,N/A,25-34,Member,201,2019-02-17,485,No,High,3,20,69,Cloudy,No,4.0,1.0381730568847216
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.409,2019-01-13 00:00:00,17:54,Credit card,356.58,4.761904762,17.829,6.8,P001,No,N/A,18-24,Member,678,2019-01-16,365,No,High,2,16,77,Rainy,Yes,5.4,1.0670576451197327
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2019-02-15 00:00:00,20:51,Credit card,794.25,4.761904762,39.7125,7.6,P002,No,N/A,35-44,Normal,841,2019-02-19,125,No,High,1,18,92,Sunny,No,5.8,0.8565046573616217
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,2019-03-02 00:00:00,19:26,Ewallet,50.62,4.761904762,2.531,7.2,P004,No,N/A,18-24,Normal,102,2019-03-04,197,No,Medium,4,26,50,Cloudy,No,5.0,0.9418169450987164
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,2019-03-24 00:00:00,13:33,Ewallet,599.52,4.761904762,29.976,7.1,P003,Yes,10% off,45-54,Normal,114,2019-03-26,411,No,High,1,27,88,Cloudy,No,5.4,1.0741887509472505
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,2019-02-02 00:00:00,14:05,Credit card,166.7,4.761904762,8.335,9.5,P006,No,N/A,18-24,Member,731,2019-02-07,442,No,Medium,2,25,53,Cloudy,No,5.6,0.9547197709278024
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2019-02-27 00:00:00,11:40,Ewallet,744.4,4.761904762,37.22,5.1,P005,No,N/A,45-54,Normal,974,2019-03-02,412,No,High,2,18,72,Sunny,No,5.8,0.8530813989401629
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.988,2019-01-20 00:00:00,12:27,Ewallet,448.56,4.761904762,22.428,7.6,P001,No,N/A,45-54,Normal,856,2019-01-24,159,No,High,1,15,50,Cloudy,No,5.4,1.0547990740913233
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,2019-01-03 00:00:00,20:24,Ewallet,378.9,4.761904762,18.945,9.8,P003,No,N/A,45-54,Normal,333,2019-01-08,393,No,Low,3,24,64,Rainy,Yes,6.2,0.9414358261306195
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,2019-01-24 00:00:00,20:59,Ewallet,257.16,4.761904762,12.858,5.1,P003,No,N/A,35-44,Member,303,2019-01-29,267,No,Low,2,7,69,Snowy,Yes,5.6,0.8893079807480406
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,2019-01-05 00:00:00,19:48,Ewallet,552.23,4.761904762,27.6115,7.5,P001,Yes,10% off,35-44,Normal,628,2019-01-08,428,No,Medium,1,23,64,Snowy,Yes,6.6,1.126276094951875
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,2019-03-30 00:00:00,10:18,Cash,447.4,4.761904762,22.37,7.4,P004,No,N/A,35-44,Normal,705,2019-03-31,118,No,Low,3,21,86,Rainy,Yes,5.6,0.9642220711321696
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,2019-02-17 00:00:00,16:27,Cash,276.27,4.761904762,13.8135,4.2,P001,No,N/A,18-24,Member,198,2019-02-20,262,No,Medium,2,23,80,Cloudy,No,4.8,1.0488912365301801
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.187,360.927,2019-03-21 00:00:00,17:04,Ewallet,343.74,4.761904762,17.187,5.9,P005,No,N/A,25-34,Normal,569,2019-03-26,314,No,Low,1,18,86,Rainy,Yes,4.8,0.8435142588309223
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,2019-03-02 00:00:00,18:14,Ewallet,266.08,4.761904762,13.304,6.9,P005,No,N/A,18-24,Normal,870,2019-03-03,314,No,Low,3,28,57,Snowy,Yes,5.0,0.8452823942565818
702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.919,943.299,2019-03-27 00:00:00,10:43,Cash,898.38,4.761904762,44.919,6.6,P006,No,N/A,18-24,Member,933,2019-03-28,472,No,Low,4,5,72,Sunny,No,5.4,1.1882615098151528
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,2019-01-19 00:00:00,19:30,Ewallet,456.8,4.761904762,22.84,5.7,P003,No,N/A,25-34,Normal,766,2019-01-25,203,No,Medium,2,11,53,Rainy,Yes,6.4,1.1057499584250778
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,2019-02-19 00:00:00,14:53,Credit card,253.95,4.761904762,12.6975,5.3,P001,Yes,10% off,18-24,Normal,244,2019-02-21,139,No,Medium,3,12,55,Snowy,Yes,6.8,0.9923968228921174
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.088,2019-03-28 00:00:00,20:14,Cash,70.56,4.761904762,3.528,4.2,P001,No,N/A,35-44,Member,542,2019-04-02,102,No,Low,4,13,95,Rainy,Yes,7.0,0.9565175078265258
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,2019-01-05 00:00:00,11:51,Credit card,657.16,4.761904762,32.858,7.3,P002,No,N/A,25-34,Normal,141,2019-01-11,183,No,High,4,14,74,Snowy,Yes,7.6,1.0745538818370108
859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.425,176.925,2019-03-26 00:00:00,14:13,Credit card,168.5,4.761904762,8.425,5.3,P002,No,N/A,35-44,Member,498,2019-03-28,207,No,High,2,12,79,Sunny,No,6.2,1.1566022153382602
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,2019-02-03 00:00:00,20:13,Ewallet,53.78,4.761904762,2.689,4.7,P006,No,N/A,35-44,Member,510,2019-02-06,217,No,High,2,26,66,Snowy,Yes,4.4,1.0381633367043328
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2019-02-06 00:00:00,18:44,Ewallet,179.05,4.761904762,8.9525,7.9,P003,No,N/A,45-54,Member,832,2019-02-10,466,No,Low,2,12,84,Cloudy,No,4.4,1.1756416139938501
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,2019-02-24 00:00:00,14:26,Ewallet,211.44,4.761904762,10.572,8.9,P005,No,N/A,35-44,Normal,528,2019-03-02,266,No,Medium,1,14,58,Sunny,No,4.6,0.8539864061428525
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2019-02-21 00:00:00,12:40,Ewallet,119.73,4.761904762,5.9865,9.3,P001,No,N/A,35-44,Member,389,2019-02-25,427,No,Low,1,22,61,Rainy,Yes,3.8,1.191653792982462
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,2019-01-09 00:00:00,18:43,Ewallet,65.7,4.761904762,3.285,4.7,P003,No,N/A,18-24,Member,428,2019-01-13,243,No,High,4,12,52,Rainy,Yes,4.0,0.8169692309742304
574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2019-02-25 00:00:00,13:22,Ewallet,251.4,4.761904762,12.57,8.7,P005,No,N/A,45-54,Member,867,2019-02-26,376,No,Low,2,19,93,Snowy,Yes,4.6,1.023528911097505
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.208,88.368,2019-01-13 00:00:00,13:58,Cash,84.16,4.761904762,4.208,7.6,P005,No,N/A,18-24,Member,509,2019-01-16,228,No,Medium,2,27,64,Cloudy,No,4.4,0.963203445114327
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2019-02-09 00:00:00,11:45,Cash,395.46,4.761904762,19.773,5.7,P003,No,N/A,25-34,Member,478,2019-02-14,339,No,Low,4,20,74,Rainy,Yes,4.0,1.0178850576791187
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,2019-01-06 00:00:00,11:51,Cash,297.99,4.761904762,14.8995,6.8,P006,No,N/A,25-34,Normal,181,2019-01-08,156,No,Medium,3,11,81,Cloudy,No,4.8,0.9867519897918887
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.7205,477.1305,2019-01-10 00:00:00,17:16,Cash,454.41,4.761904762,22.7205,5.4,P005,No,N/A,18-24,Member,356,2019-01-11,261,No,Low,1,11,66,Snowy,Yes,6.0,0.9690153820196944
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2019-02-07 00:00:00,15:55,Cash,276.12,4.761904762,13.806,7.1,P002,No,N/A,45-54,Normal,826,2019-02-12,83,No,High,1,9,94,Cloudy,No,6.4,1.146960194102112
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,2019-01-09 00:00:00,12:07,Cash,158.0,4.761904762,7.9,7.8,P003,No,N/A,25-34,Normal,101,2019-01-15,190,No,Low,1,5,93,Snowy,Yes,7.6,1.1296836890497355
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,2019-02-19 00:00:00,15:07,Cash,887.94,4.761904762,44.397,8.4,P005,Yes,10% off,25-34,Member,585,2019-02-22,300,No,High,3,21,74,Snowy,Yes,8.2,0.8321577936002003
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.599,96.579,2019-03-18 00:00:00,15:29,Cash,91.98,4.761904762,4.599,9.8,P006,No,N/A,35-44,Member,479,2019-03-19,496,No,Medium,1,24,56,Cloudy,No,7.0,0.9931913768694653
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2019-02-05 00:00:00,18:45,Cash,41.78,4.761904762,2.089,9.8,P002,No,N/A,25-34,Member,246,2019-02-08,256,No,Low,1,28,75,Rainy,Yes,5.6,0.9754183842637174
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,2019-03-19 00:00:00,15:23,Credit card,15.5,4.761904762,0.775,7.4,P006,No,N/A,18-24,Normal,634,2019-03-23,264,No,High,4,24,74,Sunny,No,4.6,0.8434612962692758
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.523,304.983,2019-03-30 00:00:00,20:37,Cash,290.46,4.761904762,14.523,6.7,P002,No,N/A,18-24,Member,372,2019-03-31,182,No,High,2,19,98,Sunny,No,3.2,0.8426677036222484
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,2019-01-26 00:00:00,14:41,Credit card,66.66,4.761904762,3.333,6.4,P005,Yes,10% off,18-24,Normal,159,2019-01-31,134,No,Low,3,10,60,Snowy,Yes,1.8,1.1463380297497758
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,2019-03-02 00:00:00,18:18,Credit card,76.54,4.761904762,3.827,5.8,P002,No,N/A,45-54,Normal,743,2019-03-03,378,No,Low,4,14,52,Rainy,Yes,2.0,0.9375469425671397
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,2019-03-04 00:00:00,15:27,Ewallet,299.7,4.761904762,14.985,7.2,P003,No,N/A,25-34,Normal,346,2019-03-07,475,No,Medium,3,21,67,Rainy,Yes,3.4,0.8845666711858838
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,2019-01-13 00:00:00,12:55,Credit card,243.03,4.761904762,12.1515,9.3,P003,Yes,10% off,45-54,Member,936,2019-01-19,387,No,Medium,2,12,81,Sunny,No,3.8,1.0117523764390415
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,2019-03-25 00:00:00,18:02,Cash,47.4,4.761904762,2.37,9.5,P001,No,N/A,18-24,Normal,343,2019-03-28,469,No,High,3,18,99,Rainy,Yes,3.8,0.8779627829417561
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,2019-03-11 00:00:00,19:44,Credit card,172.45,4.761904762,8.6225,9.0,P002,No,N/A,35-44,Member,122,2019-03-14,325,No,Low,1,5,82,Sunny,No,4.4,0.9716106869297527
746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.615,2019-01-01 00:00:00,11:36,Credit card,846.3,4.761904762,42.315,9.0,P005,Yes,10% off,45-54,Member,604,2019-01-06,485,No,Medium,2,23,98,Sunny,No,6.0,0.9677777472569488
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2019-02-10 00:00:00,13:51,Ewallet,258.37,4.761904762,12.9185,6.7,P003,Yes,10% off,25-34,Member,555,2019-02-16,110,No,High,4,22,99,Sunny,No,5.6,0.9248055890713381
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,2019-01-26 00:00:00,15:17,Cash,609.56,4.761904762,30.478,5.5,P002,No,N/A,25-34,Normal,563,2019-02-01,256,No,Medium,4,28,76,Cloudy,No,6.4,1.0153657458657568
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2019-02-11 00:00:00,15:29,Cash,240.24,4.761904762,12.012,5.4,P003,No,N/A,45-54,Normal,888,2019-02-14,431,No,High,2,28,73,Sunny,No,6.4,0.9772257922445018
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,2019-02-07 00:00:00,17:59,Cash,172.26,4.761904762,8.613,8.2,P006,Yes,10% off,18-24,Normal,703,2019-02-11,482,No,Low,4,6,86,Snowy,Yes,5.8,1.047956244032466
883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.832,2019-03-06 00:00:00,11:55,Credit card,99.84,4.761904762,4.992,7.0,P006,No,N/A,35-44,Member,789,2019-03-12,339,No,Medium,1,6,57,Cloudy,No,4.2,1.0881472532849548
221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,14.932,313.572,2019-03-04 00:00:00,10:39,Cash,298.64,4.761904762,14.932,8.5,P005,Yes,10% off,25-34,Normal,954,2019-03-09,365,No,Low,4,21,88,Sunny,No,3.6,0.8370764176110762
518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2019-02-26 00:00:00,15:10,Ewallet,159.6,4.761904762,7.98,4.9,P005,No,N/A,45-54,Member,584,2019-03-03,166,No,Medium,1,20,85,Cloudy,No,3.4,1.1837083712666354
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,2019-03-10 00:00:00,18:10,Credit card,25.45,4.761904762,1.2725,5.1,P002,No,N/A,35-44,Normal,141,2019-03-14,265,No,Low,3,24,67,Snowy,Yes,3.0,1.0756205361879758
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,2019-02-04 00:00:00,20:43,Credit card,67.77,4.761904762,3.3885,6.5,P005,No,N/A,18-24,Normal,384,2019-02-08,394,No,High,3,25,54,Snowy,Yes,2.8,0.817070408670355
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.278,2019-01-19 00:00:00,12:46,Cash,238.36,4.761904762,11.918,9.8,P005,No,N/A,18-24,Member,582,2019-01-21,153,No,Medium,1,11,98,Sunny,No,3.2,0.9676164686014841
